Player,Pos,Age,Min,Gls,Ast,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,SCA,GCA,Cmp,Att,cpm%,PrgP,PrgC,TOatt,TOsucc
Olivie Lukášová,GK,22-163,90,0,0,0,0,0,0,41,0,0,0,0,0,16,33,48.5,0,0,0,0
16 Players,FW,22-163,990,0,0,6,4,1,0,476,32,16,17,10,0,201,304,66.1,15,8,25,7
Ada Hegerberg,LW,28-127,90,1,1,7,2,0,0,50,0,0,0,6,3,23,35,65.7,5,0,1,1
Eugénie Le Sommer,LW,34-180,90,1,1,3,2,0,0,45,3,0,1,6,2,24,33,72.7,4,4,5,3
Amel Majri,RW,30-293,45,1,0,2,1,0,0,50,2,0,0,4,0,36,40,90.0,7,2,1,0
Kadidiatou Diani,RW,28-227,45,2,0,2,2,1,0,45,2,2,2,4,1,20,31,64.5,5,5,3,1
Vicki Bècho,LM,20-042,45,0,0,1,0,0,0,27,0,0,1,1,0,11,18,61.1,1,5,7,4
Sara Däbritz,LM,28-272,45,1,0,1,1,0,0,50,3,0,1,6,1,36,40,90.0,4,1,1,1
Selma Bacha,CM,23-005,58,0,0,2,1,0,0,34,4,0,0,3,1,19,25,76.0,2,1,1,0
Lindsey Horan,CM,29-172,32,0,0,0,0,0,0,68,0,0,2,0,0,58,64,90.6,7,0,2,1
Dzsenifer Marozsán,RM,31-210,58,0,1,0,0,0,0,36,1,1,0,2,1,31,34,91.2,3,0,1,1
Daniëlle van de Donk,LB,32-101,32,1,2,2,1,0,0,60,3,0,0,5,2,41,48,85.4,9,2,1,0
Perle Morroni,CB,26-030,90,0,2,1,0,0,0,77,1,1,0,4,2,62,69,89.9,10,2,3,2
Wendie Renard,CB,33-117,90,0,0,1,0,0,0,107,3,3,0,1,0,81,94,86.2,12,2,1,1
Vanessa Gilles,RB,27-248,90,2,0,3,3,0,0,109,6,1,0,4,3,81,91,89.0,12,3,0,0
Ellie Carpenter,RB,23-200,90,0,0,2,1,0,0,59,0,1,0,1,0,43,51,84.3,4,2,2,0
Alice Sombath,GK,20-029,58,0,0,0,0,0,0,25,1,1,1,2,0,18,21,85.7,4,3,1,0
Vicki Bècho,FW,20-045,45,0,0,3,0,0,0,31,0,0,1,4,0,15,19,78.9,2,0,2,1
Daniëlle van de Donk,LW,32-104,45,0,0,2,1,0,0,28,0,0,0,2,1,20,24,83.3,3,1,2,1
Amel Majri,LW,30-296,45,0,0,6,3,0,0,51,2,1,3,3,0,31,38,81.6,2,1,1,0
Lindsey Horan,FW,29-175,45,0,0,1,0,0,0,47,0,0,0,4,1,36,42,85.7,8,2,1,0
Kadidiatou Diani,RW,28-230,62,0,0,1,1,0,0,35,0,1,0,1,0,18,28,64.3,1,1,2,0
Ada Hegerberg,RW,28-130,28,1,0,1,1,0,0,10,0,0,0,0,0,6,8,75.0,0,0,0,0
Selma Bacha,LM,23-008,90,0,1,2,1,0,0,79,0,0,2,4,1,58,74,78.4,5,2,4,3
Dzsenifer Marozsán,CM,31-213,75,0,0,2,0,0,0,88,0,1,0,4,0,68,78,87.2,12,1,0,0
Damaris Egurrola,CM,24-083,15,0,0,0,0,0,0,19,0,0,0,0,0,11,19,57.9,1,0,0,0
Melchie Dumornay,RM,20-092,90,1,0,4,1,0,0,68,1,0,0,8,1,47,54,87.0,5,2,1,1
Perle Morroni,LB,26-033,62,0,0,0,0,0,0,69,1,2,0,1,0,52,65,80.0,2,3,1,1
Sara Däbritz,LB,28-275,28,1,0,1,1,0,0,22,1,0,1,1,1,11,17,64.7,1,2,0,0
Vanessa Gilles,CB,27-251,90,0,0,0,0,1,0,104,0,2,2,2,0,86,96,89.6,22,4,0,0
Griedge Mbock Bathy,CB,28-264,90,0,0,2,1,0,0,103,0,1,0,4,1,90,96,93.8,14,5,0,0
Alice Sombath,RB,20-032,90,1,0,1,1,0,0,87,0,0,0,5,0,71,84,84.5,14,4,0,0
Laura Benkarth,GK,31-034,90,0,0,0,0,0,0,15,0,0,0,1,0,13,14,92.9,0,0,0,0
16 Players,FW,31-034,990,4,1,26,11,1,0,856,5,8,9,44,6,633,756,83.7,92,28,14,7
Wu Chengshu,FW,27-083,90,0,0,0,0,0,0,14,1,0,0,0,0,7,11,63.6,1,0,1,0
Latifah Abdu,LM,22-030,61,0,0,0,0,0,0,7,0,0,0,0,0,4,5,80.0,0,0,0,0
Océane Picard,LM,21-210,29,0,0,0,0,0,0,27,1,1,0,0,0,9,16,56.3,0,1,0,0
Meriame Terchoun,CM,28-021,61,0,0,0,0,0,0,8,0,0,0,0,0,2,6,33.3,0,0,1,1
Léa Declercq,CM,28-189,29,0,0,0,0,0,0,31,1,2,0,0,0,14,22,63.6,0,1,1,0
Madeline Roth,CM,22-062,76,0,0,0,0,0,0,5,0,0,0,0,0,3,4,75.0,0,0,0,0
Malou Rylov,RM,20-215,14,0,0,1,0,0,0,45,2,1,2,0,0,20,34,58.8,1,1,0,0
Maria Diaz,RM,28-196,90,1,0,1,1,0,0,19,1,0,3,0,0,7,13,53.8,2,1,0,0
Rose Lavaud,LB,31-225,61,0,0,0,0,0,0,13,1,1,1,0,0,4,7,57.1,0,0,0,0
Morgane Martins,CB,25-318,29,0,0,0,0,0,0,33,6,4,2,0,0,9,18,50.0,0,1,0,0
Cecilie Sandvej,CB,33-157,90,0,0,0,0,0,0,19,1,1,1,0,0,5,11,45.5,1,0,0,0
Hélène Fercocq,CB,25-082,90,0,0,0,0,0,0,35,2,3,4,0,0,11,18,61.1,1,0,0,0
Margaux Vairon,CB,20-207,90,0,0,0,0,1,0,19,1,3,0,0,0,4,10,40.0,1,0,0,0
Pauline Sierra,RB,19-249,76,0,0,0,0,0,0,8,2,0,0,0,0,3,6,50.0,1,1,0,0
Lena Goetsch,GK,24-041,14,0,0,0,0,0,0,53,2,1,5,0,0,22,40,55.0,2,0,0,0
Ada Hegerberg,FW,28-135,75,0,0,7,2,0,0,26,0,0,0,2,0,11,15,73.3,2,0,1,1
Perle Morroni,LB,26-038,15,0,0,0,0,0,0,22,0,0,0,1,0,17,22,77.3,1,0,0,0
Sara Däbritz,"LW,LM",28-280,75,0,0,4,2,0,0,57,1,1,0,2,0,31,46,67.4,2,3,2,1
Dzsenifer Marozsán,LM,31-218,15,0,0,1,0,0,0,17,0,0,0,2,0,15,16,93.8,5,1,0,0
Kadidiatou Diani,RW,28-235,75,0,0,2,0,0,0,43,3,0,0,5,0,25,32,78.1,3,1,1,1
Vicki Bècho,RW,20-050,15,0,0,1,0,0,0,13,0,0,0,0,0,5,9,55.6,0,2,2,0
Lindsey Horan,"LM,CM",29-180,90,0,0,4,2,0,0,79,4,1,0,14,0,57,65,87.7,10,2,2,2
Damaris Egurrola,CM,24-088,59,0,0,3,1,0,0,57,1,1,1,3,0,41,46,89.1,11,0,2,2
Eugénie Le Sommer,"FW,LW",34-188,31,0,0,3,1,0,0,25,2,1,0,2,0,13,15,86.7,2,0,1,0
Daniëlle van de Donk,RM,32-109,90,1,0,3,2,0,0,65,3,0,1,4,0,49,55,89.1,10,3,3,3
Selma Bacha,"LB,LW",23-013,90,0,1,3,1,0,0,106,3,3,0,17,2,73,94,77.7,10,5,5,5
Wendie Renard,CB,33-125,90,0,0,2,0,0,0,104,1,2,0,2,0,91,101,90.1,21,2,0,0
Vanessa Gilles,CB,27-256,59,0,0,2,1,0,0,67,0,0,2,1,0,55,61,90.2,12,6,0,0
Griedge Mbock Bathy,CB,28-269,31,0,0,0,0,0,0,32,1,0,0,1,0,26,31,83.9,6,2,0,0
Ellie Carpenter,RB,23-208,90,0,0,0,0,0,0,94,2,0,1,6,0,71,86,82.6,18,9,5,3
Christiane Endler,GK,32-122,90,0,0,0,0,0,0,20,0,0,0,0,0,19,20,95.0,0,0,0,0
16 Players,FW,32-122,990,1,1,35,12,0,0,827,21,9,5,62,2,599,714,83.9,113,36,24,18
Melanie Brunnthaler,FW,23-055,90,0,0,0,0,0,0,24,1,0,1,0,0,8,11,72.7,1,0,0,0
Sophie Hillebrand,LM,21-302,59,0,0,0,0,0,0,12,0,0,1,0,0,4,5,80.0,0,0,2,0
Mateja Zver,LM,35-252,31,0,0,0,0,0,0,5,0,1,0,2,0,2,3,66.7,0,0,1,0
Rita Schumacher,CM,23-170,30,0,0,1,0,0,0,25,3,2,2,2,0,10,13,76.9,0,0,1,0
Mária Mikolajová,CM,24-162,60,0,0,1,0,0,0,37,0,2,0,1,0,15,22,68.2,1,3,8,3
Diana Lemešová,CM,23-049,90,0,0,0,0,1,0,24,0,1,3,0,0,6,13,46.2,1,0,1,0
Anna Johanning,RM,25-305,59,0,0,0,0,0,0,12,1,1,1,1,0,5,7,71.4,0,0,0,0
Sarah Mattner-Trembleau,RM,20-195,31,0,0,2,0,0,0,32,2,0,4,0,0,4,11,36.4,0,3,3,1
Ella Mastrantonio,LB,31-304,75,0,0,0,0,0,0,9,0,0,1,0,0,7,8,87.5,0,0,0,0
Ella Touon,CB,20-107,15,0,0,0,0,0,0,39,4,2,2,0,0,17,23,73.9,2,0,1,1
Jennifer Klein,CB,24-315,90,0,0,0,0,0,0,32,0,0,0,1,0,18,22,81.8,0,0,0,0
Leonarda Balog,CB,30-290,90,0,0,0,0,0,0,28,0,0,2,0,0,12,16,75.0,0,0,0,0
Claudia Wenger,RB,22-200,90,0,0,0,0,0,0,27,1,1,4,0,0,7,10,70.0,0,0,0,0
Julia Tabotta,GK,29-120,90,0,0,0,0,0,0,38,2,0,2,0,0,18,34,52.9,1,0,0,0
Aissata Traoré,FW,26-078,78,0,0,0,0,1,0,43,1,1,2,0,0,14,18,77.8,0,1,2,0
Nina Richard,FW,23-081,12,0,0,0,0,0,0,8,0,0,0,0,0,3,6,50.0,0,0,0,0
Wassilah Pacaud,"LM,RM",18-065,74,0,0,0,0,0,0,18,1,0,0,0,0,9,12,75.0,2,0,1,0
Leila Peneau,RM,21-246,16,0,0,0,0,0,0,8,0,0,1,0,0,6,7,85.7,0,0,0,0
Jeannette Yango,CM,30-167,90,0,0,0,0,0,0,51,2,3,0,0,0,33,40,82.5,1,1,1,1
Sarah Cambot,CM,30-326,78,1,0,1,1,0,0,44,2,1,2,1,1,20,30,66.7,1,1,0,0
Marie-Charlotte Léger,CM,27-258,12,0,0,0,0,0,0,5,0,0,0,0,0,2,2,100.0,0,0,0,0
Laurie Teinturier,"RM,LM",27-279,90,0,0,0,0,0,0,35,1,2,1,0,0,14,21,66.7,2,1,3,1
Marine Perea,"LB,RB",23-056,90,0,0,0,0,0,0,52,0,2,0,0,0,27,41,65.9,1,0,0,0
Emmy Jezequel,CB,22-278,90,0,0,0,0,0,0,45,2,2,1,0,0,17,31,54.8,0,0,0,0
Antonie Stárová,CB,25-045,90,0,0,0,0,0,0,42,0,0,3,0,0,19,24,79.2,0,0,0,0
Maïwen Renard,CB,20-236,90,0,0,0,0,0,0,46,0,1,1,0,0,19,27,70.4,0,0,0,0
Manon Revelli,"RB,LB",22-000,90,0,0,0,0,0,0,61,3,2,2,0,0,34,45,75.6,0,1,1,0
Cindy Perrault,GK,27-304,90,0,0,0,0,0,0,52,0,0,0,0,0,24,38,63.2,0,0,0,0
14 Players,"FW,LW",27-304,990,1,0,1,1,1,0,510,12,14,13,1,1,241,342,70.5,7,5,8,2
Eugénie Le Sommer,LW,34-192,90,0,0,2,2,0,0,41,3,0,0,1,0,22,34,64.7,4,2,1,0
Vicki Bècho,"LB,LW",20-054,66,0,0,2,2,0,0,17,0,0,1,1,0,10,13,76.9,1,2,0,0
